Time(h)/Currency(c);Description
741,58.15;Price after 30 days in Heist HC:
747,57.98;Price after 31 days in Heist HC:
753,57.86;Price after 31 days in Heist HC:
759,57.72;Price after 31 days in Heist HC:
765,57.62;Price after 31 days in Heist HC:
771,57.55;Price after 32 days in Heist HC:
777,57.47;Price after 32 days in Heist HC:
783,57.29;Price after 32 days in Heist HC:
789,57.27;Price after 32 days in Heist HC:
795,57.19;Price after 33 days in Heist HC:
801,57.15;Price after 33 days in Heist HC:
807,57.08;Price after 33 days in Heist HC:
813,56.98;Price after 33 days in Heist HC:
819,56.9;Price after 34 days in Heist HC:
825,56.79;Price after 34 days in Heist HC:
831,56.65;Price after 34 days in Heist HC:
837,56.45;Price after 34 days in Heist HC:
843,56.13;Price after 35 days in Heist HC:
849,55.65;Price after 35 days in Heist HC:
855,55.13;Price after 35 days in Heist HC:
861,54.38;Price after 35 days in Heist HC:
867,53.46;Price after 36 days in Heist HC:
873,52.48;Price after 36 days in Heist HC:
879,51.46;Price after 36 days in Heist HC:
885,50.31;Price after 36 days in Heist HC:
891,49.03;Price after 37 days in Heist HC:
897,47.79;Price after 37 days in Heist HC:
903,46.59;Price after 37 days in Heist HC:
909,45.36;Price after 37 days in Heist HC:
915,44.11;Price after 38 days in Heist HC:
921,43.06;Price after 38 days in Heist HC:
927,42.06;Price after 38 days in Heist HC:
933,41.1;Price after 38 days in Heist HC:
939,40.42;Price after 39 days in Heist HC:
945,39.86;Price after 39 days in Heist HC:
951,39.41;Price after 39 days in Heist HC:
957,39.14;Price after 39 days in Heist HC:
963,38.9;Price after 40 days in Heist HC:
969,38.6;Price after 40 days in Heist HC:
975,38.23;Price after 40 days in Heist HC:
981,37.96;Price after 40 days in Heist HC:
987,37.75;Price after 41 days in Heist HC:
993,37.48;Price after 41 days in Heist HC:
999,37.29;Price after 41 days in Heist HC:
1005,37.17;Price after 41 days in Heist HC:
1011,37.01;Price after 42 days in Heist HC:
1017,36.71;Price after 42 days in Heist HC:
1023,36.41;Price after 42 days in Heist HC:
1029,36.09;Price after 42 days in Heist HC:
1035,35.8;Price after 43 days in Heist HC:
1041,35.56;Price after 43 days in Heist HC:
1047,35.36;Price after 43 days in Heist HC:
1053,35.16;Price after 43 days in Heist HC:
1059,35.05;Price after 44 days in Heist HC:
1065,34.99;Price after 44 days in Heist HC:
1071,34.91;Price after 44 days in Heist HC:
1077,34.88;Price after 44 days in Heist HC:
1083,34.89;Price after 45 days in Heist HC:
1089,34.93;Price after 45 days in Heist HC:
1095,34.95;Price after 45 days in Heist HC:
1101,34.95;Price after 45 days in Heist HC:
1107,34.97;Price after 46 days in Heist HC:
1113,34.95;Price after 46 days in Heist HC:
1119,34.93;Price after 46 days in Heist HC:
1125,34.96;Price after 46 days in Heist HC:
1131,34.97;Price after 47 days in Heist HC:
1137,35.01;Price after 47 days in Heist HC:
1143,35.04;Price after 47 days in Heist HC:
1149,35.11;Price after 47 days in Heist HC:
1155,35.15;Price after 48 days in Heist HC:
1161,35.23;Price after 48 days in Heist HC:
1167,35.31;Price after 48 days in Heist HC:
1173,35.41;Price after 48 days in Heist HC:
1179,35.68;Price after 49 days in Heist HC:
1185,36.26;Price after 49 days in Heist HC:
1191,36.85;Price after 49 days in Heist HC:
1197,37.61;Price after 49 days in Heist HC:
1203,38.32;Price after 50 days in Heist HC:
1209,39.02;Price after 50 days in Heist HC:
1215,39.62;Price after 50 days in Heist HC:
1221,40.28;Price after 50 days in Heist HC:
1227,40.94;Price after 51 days in Heist HC:
1233,41.74;Price after 51 days in Heist HC:
1239,42.5;Price after 51 days in Heist HC:
1245,43.39;Price after 51 days in Heist HC:
1251,44.05;Price after 52 days in Heist HC:
1257,44.41;Price after 52 days in Heist HC:
1263,44.77;Price after 52 days in Heist HC:
1269,44.97;Price after 52 days in Heist HC:
1275,45.27;Price after 53 days in Heist HC:
1281,45.57;Price after 53 days in Heist HC:
1287,45.97;Price after 53 days in Heist HC:
1293,46.27;Price after 53 days in Heist HC:
1299,46.63;Price after 54 days in Heist HC:
1305,46.84;Price after 54 days in Heist HC:
1311,47.06;Price after 54 days in Heist HC:
1317,47.16;Price after 54 days in Heist HC:
1323,47.35;Price after 55 days in Heist HC:
1329,47.59;Price after 55 days in Heist HC:
1335,47.79;Price after 55 days in Heist HC:
1341,48.06;Price after 55 days in Heist HC:
1347,48.27;Price after 56 days in Heist HC:
1353,48.49;Price after 56 days in Heist HC:
1359,48.73;Price after 56 days in Heist HC:
1365,48.97;Price after 56 days in Heist HC:
1371,49.2;Price after 57 days in Heist HC:
1377,49.51;Price after 57 days in Heist HC:
1383,49.8;Price after 57 days in Heist HC:
1389,50.04;Price after 57 days in Heist HC:
1395,50.29;Price after 58 days in Heist HC:
1401,50.53;Price after 58 days in Heist HC:
1407,50.77;Price after 58 days in Heist HC:
1413,50.93;Price after 58 days in Heist HC:
1419,51.06;Price after 59 days in Heist HC:
1425,51.15;Price after 59 days in Heist HC:
1431,51.23;Price after 59 days in Heist HC:
1437,51.31;Price after 59 days in Heist HC:
1443,51.33;Price after 60 days in Heist HC:
1449,51.25;Price after 60 days in Heist HC:
1455,51.22;Price after 60 days in Heist HC:
1461,51.25;Price after 60 days in Heist HC:
1467,51.29;Price after 61 days in Heist HC:
1473,51.3;Price after 61 days in Heist HC:
1479,51.31;Price after 61 days in Heist HC:
1485,51.28;Price after 61 days in Heist HC:
1491,51.33;Price after 62 days in Heist HC:
1497,51.35;Price after 62 days in Heist HC:
1503,51.36;Price after 62 days in Heist HC:
1509,51.38;Price after 62 days in Heist HC:
1515,51.4;Price after 63 days in Heist HC:
1521,51.44;Price after 63 days in Heist HC:
1527,51.42;Price after 63 days in Heist HC:
1533,51.36;Price after 63 days in Heist HC:
1539,51.26;Price after 64 days in Heist HC:
1545,51.19;Price after 64 days in Heist HC:
1551,51.08;Price after 64 days in Heist HC:
1557,50.96;Price after 64 days in Heist HC:
1563,50.81;Price after 65 days in Heist HC:
1569,50.68;Price after 65 days in Heist HC:
1575,50.55;Price after 65 days in Heist HC:
1581,50.41;Price after 65 days in Heist HC:
1587,50.29;Price after 66 days in Heist HC:
1593,50.18;Price after 66 days in Heist HC:
1599,50.11;Price after 66 days in Heist HC:
1605,49.99;Price after 66 days in Heist HC:
1611,49.92;Price after 67 days in Heist HC:
1617,49.82;Price after 67 days in Heist HC:
1623,49.68;Price after 67 days in Heist HC:
1629,49.64;Price after 67 days in Heist HC:
1635,49.66;Price after 68 days in Heist HC:
1641,49.7;Price after 68 days in Heist HC:
1647,49.69;Price after 68 days in Heist HC:
1653,49.63;Price after 68 days in Heist HC:
1659,49.58;Price after 69 days in Heist HC:
1665,49.46;Price after 69 days in Heist HC:
1671,49.39;Price after 69 days in Heist HC:
1677,49.36;Price after 69 days in Heist HC:
1683,49.33;Price after 70 days in Heist HC:
1689,49.31;Price after 70 days in Heist HC:
1695,49.36;Price after 70 days in Heist HC:
1701,49.3;Price after 70 days in Heist HC:
1707,49.18;Price after 71 days in Heist HC:
1713,49.05;Price after 71 days in Heist HC:
1719,48.96;Price after 71 days in Heist HC:
1725,48.93;Price after 71 days in Heist HC:
1731,48.89;Price after 72 days in Heist HC:
1737,48.94;Price after 72 days in Heist HC:
1743,48.99;Price after 72 days in Heist HC:
1749,49.03;Price after 72 days in Heist HC:
1755,49.08;Price after 73 days in Heist HC:
1761,49.16;Price after 73 days in Heist HC:
1767,49.25;Price after 73 days in Heist HC:
1773,49.34;Price after 73 days in Heist HC:
1779,49.55;Price after 74 days in Heist HC:
1785,49.75;Price after 74 days in Heist HC:
1791,49.9;Price after 74 days in Heist HC:
1797,50.11;Price after 74 days in Heist HC:
1803,50.28;Price after 75 days in Heist HC:
1809,50.46;Price after 75 days in Heist HC:
1815,50.54;Price after 75 days in Heist HC:
1821,50.77;Price after 75 days in Heist HC:
1827,50.98;Price after 76 days in Heist HC:
1833,51.16;Price after 76 days in Heist HC:
1839,51.33;Price after 76 days in Heist HC:
1845,51.51;Price after 76 days in Heist HC:
1851,51.6;Price after 77 days in Heist HC:
1857,51.71;Price after 77 days in Heist HC:
1863,51.89;Price after 77 days in Heist HC:
1869,52.07;Price after 77 days in Heist HC:
1875,52.25;Price after 78 days in Heist HC:
1881,52.42;Price after 78 days in Heist HC:
1887,52.63;Price after 78 days in Heist HC:
1893,52.63;Price after 78 days in Heist HC:
1899,52.68;Price after 79 days in Heist HC:
1905,52.76;Price after 79 days in Heist HC:
1911,52.87;Price after 79 days in Heist HC:
1917,52.96;Price after 79 days in Heist HC:
1923,53.05;Price after 80 days in Heist HC:
1929,53.13;Price after 80 days in Heist HC:
1935,53.21;Price after 80 days in Heist HC:
1941,53.22;Price after 80 days in Heist HC:
1947,53.24;Price after 81 days in Heist HC:
1953,53.25;Price after 81 days in Heist HC:
1959,53.29;Price after 81 days in Heist HC:
1965,53.37;Price after 81 days in Heist HC:
1971,53.39;Price after 82 days in Heist HC:
1977,53.4;Price after 82 days in Heist HC:
1983,53.35;Price after 82 days in Heist HC:
1989,53.35;Price after 82 days in Heist HC:
1995,53.38;Price after 83 days in Heist HC:
2001,53.32;Price after 83 days in Heist HC:
2007,53.27;Price after 83 days in Heist HC:
2013,53.24;Price after 83 days in Heist HC:
2019,53.4;Price after 84 days in Heist HC:
2025,53.49;Price after 84 days in Heist HC:
2031,53.5;Price after 84 days in Heist HC:
2037,53.46;Price after 84 days in Heist HC:
2043,53.32;Price after 85 days in Heist HC:
2049,53.19;Price after 85 days in Heist HC:
2055,53.1;Price after 85 days in Heist HC:
2061,52.96;Price after 85 days in Heist HC:
2067,52.78;Price after 86 days in Heist HC:
2073,52.71;Price after 86 days in Heist HC:
2079,52.62;Price after 86 days in Heist HC:
2085,52.51;Price after 86 days in Heist HC:
2091,52.25;Price after 87 days in Heist HC:
2097,52.15;Price after 87 days in Heist HC:
2103,52.12;Price after 87 days in Heist HC:
2109,52.16;Price after 87 days in Heist HC:
2115,52.3;Price after 88 days in Heist HC:
2121,52.43;Price after 88 days in Heist HC:
2127,52.55;Price after 88 days in Heist HC:
2133,52.69;Price after 88 days in Heist HC:
2139,52.82;Price after 89 days in Heist HC:
2145,53;Price after 89 days in Heist HC:
2151,53.24;Price after 89 days in Heist HC:
2157,53.48;Price after 89 days in Heist HC:
2163,53.95;Price after 90 days in Heist HC:
2169,54.27;Price after 90 days in Heist HC:
2175,54.53;Price after 90 days in Heist HC:
2181,54.72;Price after 90 days in Heist HC:
2187,55.01;Price after 91 days in Heist HC:
2193,55.35;Price after 91 days in Heist HC:
2199,55.69;Price after 91 days in Heist HC:
2205,55.93;Price after 91 days in Heist HC:
2211,56.25;Price after 92 days in Heist HC:
2217,56.54;Price after 92 days in Heist HC:
2223,56.78;Price after 92 days in Heist HC:
2229,57.22;Price after 92 days in Heist HC:
2235,57.39;Price after 93 days in Heist HC:
2241,57.64;Price after 93 days in Heist HC:
2247,57.96;Price after 93 days in Heist HC:
2253,58.34;Price after 93 days in Heist HC:
2259,58.61;Price after 94 days in Heist HC:
2265,58.83;Price after 94 days in Heist HC:
2271,59.07;Price after 94 days in Heist HC:
2277,59.38;Price after 94 days in Heist HC:
2283,59.62;Price after 95 days in Heist HC:
2289,60.02;Price after 95 days in Heist HC:
2295,60.46;Price after 95 days in Heist HC:
2301,60.73;Price after 95 days in Heist HC:
2307,60.92;Price after 96 days in Heist HC:
2313,61.15;Price after 96 days in Heist HC:
2319,61.38;Price after 96 days in Heist HC:
2325,61.61;Price after 96 days in Heist HC:
2331,61.87;Price after 97 days in Heist HC:
2337,62.12;Price after 97 days in Heist HC:
2343,62.4;Price after 97 days in Heist HC:
2349,62.71;Price after 97 days in Heist HC:
2355,62.99;Price after 98 days in Heist HC:
2361,63.11;Price after 98 days in Heist HC:
2367,63.19;Price after 98 days in Heist HC:
2373,63.23;Price after 98 days in Heist HC:
2379,63.36;Price after 99 days in Heist HC:
2385,63.46;Price after 99 days in Heist HC:
2391,63.56;Price after 99 days in Heist HC:
2397,63.69;Price after 99 days in Heist HC:
2403,63.78;Price after 100 days in Heist HC:
2409,63.88;Price after 100 days in Heist HC:
2415,63.95;Price after 100 days in Heist HC:
2421,63.97;Price after 100 days in Heist HC:
2427,64.22;Price after 101 days in Heist HC:
2433,64.24;Price after 101 days in Heist HC:
2439,64.26;Price after 101 days in Heist HC:
2445,64.07;Price after 101 days in Heist HC:
2451,63.88;Price after 102 days in Heist HC:
2457,63.67;Price after 102 days in Heist HC:
2463,63.44;Price after 102 days in Heist HC:
2469,63.18;Price after 102 days in Heist HC:
2475,62.83;Price after 103 days in Heist HC:
2481,62.51;Price after 103 days in Heist HC:
2487,62.47;Price after 103 days in Heist HC:
2493,62.65;Price after 103 days in Heist HC:
2499,62.66;Price after 104 days in Heist HC:
2505,62.88;Price after 104 days in Heist HC:
2511,62.45;Price after 104 days in Heist HC:
2517,62.21;Price after 104 days in Heist HC:
2523,61.99;Price after 105 days in Heist HC:
2529,62.36;Price after 105 days in Heist HC:
2535,62.63;Price after 105 days in Heist HC:
2541,62.65;Price after 105 days in Heist HC:
2547,62.77;Price after 106 days in Heist HC:
2553,62.87;Price after 106 days in Heist HC:
2559,62.71;Price after 106 days in Heist HC:
2565,62.34;Price after 106 days in Heist HC:
2571,61.31;Price after 107 days in Heist HC:
2577,60.46;Price after 107 days in Heist HC:
2583,60.2;Price after 107 days in Heist HC:
2589,59.99;Price after 107 days in Heist HC:
2595,59.83;Price after 108 days in Heist HC:
2601,59.3;Price after 108 days in Heist HC:
2607,58.66;Price after 108 days in Heist HC:
2613,58.27;Price after 108 days in Heist HC:
2619,58.01;Price after 109 days in Heist HC:
2625,57.97;Price after 109 days in Heist HC:
2631,57.94;Price after 109 days in Heist HC:
2637,57.94;Price after 109 days in Heist HC:
2643,58.57;Price after 110 days in Heist HC:
2649,58.98;Price after 110 days in Heist HC:
2655,59.48;Price after 110 days in Heist HC:
2661,59.96;Price after 110 days in Heist HC:
2667,60.36;Price after 111 days in Heist HC:
2673,60.51;Price after 111 days in Heist HC:
2679,60.95;Price after 111 days in Heist HC:
2685,61.41;Price after 111 days in Heist HC:
2691,61.77;Price after 112 days in Heist HC:
2697,61.92;Price after 112 days in Heist HC:
2703,62.14;Price after 112 days in Heist HC:
2709,62.29;Price after 112 days in Heist HC:
2715,62.51;Price after 113 days in Heist HC:
2721,62.76;Price after 113 days in Heist HC:
2727,63;Price after 113 days in Heist HC:
2733,63.23;Price after 113 days in Heist HC:
2739,63.59;Price after 114 days in Heist HC:
9,44.87;Price after 0 day in Mayhem (Heist):
15,50.63;Price after 0 day in Mayhem (Heist):
21,48.22;Price after 0 day in Mayhem (Heist):
27,47.19;Price after 1 day in Mayhem (Heist):
33,46.47;Price after 1 day in Mayhem (Heist):
39,45.54;Price after 1 day in Mayhem (Heist):
45,44.31;Price after 1 day in Mayhem (Heist):
51,42.97;Price after 2 days in Mayhem (Heist):
57,41.6;Price after 2 days in Mayhem (Heist):
63,40.33;Price after 2 days in Mayhem (Heist):
69,38.96;Price after 2 days in Mayhem (Heist):
75,37.87;Price after 3 days in Mayhem (Heist):
81,36.19;Price after 3 days in Mayhem (Heist):
87,33.57;Price after 3 days in Mayhem (Heist):
